,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Establishment_Year
841,12.857645184135976,Low Fat,0.053930934,Meat,89.4172,Small,Tier 1,Grocery Store,1985
842,6.13,Low Fat,0.076855207,Dairy,59.3536,Medium,Tier 1,Supermarket Type1,1999
843,9.8,Low Fat,0.053930934,Health and Hygiene,116.2492,Medium,Tier 3,Supermarket Type2,2009
844,12.857645184135976,Regular,0.053930934,Canned,154.6314,Medium,Tier 3,Supermarket Type3,1985
845,7.42,Low Fat,0.053930934,Snack Foods,248.4092,Medium,Tier 3,Supermarket Type2,2009
846,16.7,Regular,0.062044506,Snack Foods,57.4562,Small,Tier 1,Supermarket Type1,1997
847,12.857645184135976,Low Fat,0.220225608,Fruits and Vegetables,85.6198,Small,Tier 1,Grocery Store,1985
848,9.0,Low Fat,0.079794329,Canned,80.1644,Medium,Tier 2,Supermarket Type1,2007
849,12.857645184135976,Regular,0.114916546,Fruits and Vegetables,188.4214,Small,Tier 1,Grocery Store,1985
850,6.36,Low Fat,0.053930934,Household,164.5526,High,Tier 3,Supermarket Type1,1987
851,17.7,Low Fat,0.146973462,Dairy,184.1292,Medium,Tier 3,Grocery Store,1998
852,16.5,Low Fat,0.07376631,Canned,208.5638,High,Tier 3,Supermarket Type1,1987
853,12.857645184135976,Regular,0.053930934,Frozen Foods,108.6912,Medium,Tier 3,Supermarket Type3,1985
854,12.857645184135976,Low Fat,0.328390948,Canned,146.0418,Small,Tier 1,Grocery Store,1985
855,11.85,Low Fat,0.13267058,Dairy,96.4726,Small,Tier 1,Supermarket Type1,1997
856,10.195,Regular,0.053930934,Meat,197.511,Small,Tier 2,Supermarket Type1,2004
857,12.857645184135976,Regular,0.058142797,Fruits and Vegetables,162.1552,Medium,Tier 3,Supermarket Type3,1985
858,12.857645184135976,Low Fat,0.053930934,Hard Drinks,153.2998,Small,Tier 1,Grocery Store,1985
859,13.65,Low Fat,0.053930934,Fruits and Vegetables,150.505,Medium,Tier 1,Supermarket Type1,1999
860,20.35,Low Fat,0.054362695,Snack Foods,117.9466,Medium,Tier 2,Supermarket Type1,2007
861,20.2,Low Fat,0.110356797,Household,62.051,Medium,Tier 3,Grocery Store,1998
862,13.85,Regular,0.085274988,Meat,119.6124,Small,Tier 1,Supermarket Type1,1997
863,8.05,Regular,0.164542555,Dairy,112.2518,High,Tier 3,Supermarket Type1,1987
864,7.365,Low Fat,0.160292264,Snack Foods,94.712,Medium,Tier 2,Supermarket Type1,2002
865,12.5,Low Fat,0.112859454,Canned,118.344,Medium,Tier 2,Supermarket Type1,2007
866,7.42,Regular,0.053930934,Seafood,184.8582,Small,Tier 2,Supermarket Type1,2004
867,12.857645184135976,Low Fat,0.073055148,Seafood,33.7216,Medium,Tier 3,Supermarket Type3,1985
868,6.235,Low Fat,0.119345629,Household,261.991,Medium,Tier 2,Supermarket Type1,2007
869,12.35,Regular,0.072334667,Dairy,49.1692,High,Tier 3,Supermarket Type1,1987
870,6.75,Regular,0.108148913,Dairy,95.6752,High,Tier 3,Supermarket Type1,1987
871,16.75,Low Fat,0.07585337,Health and Hygiene,36.8532,Medium,Tier 1,Supermarket Type1,1999
872,19.35,Regular,0.062655235,Baking Goods,163.3184,Medium,Tier 2,Supermarket Type1,2002
873,9.6,Regular,0.053930934,Breads,102.499,Small,Tier 1,Supermarket Type1,1997
874,19.85,Regular,0.053930934,Snack Foods,62.0194,Medium,Tier 3,Supermarket Type2,2009
875,15.1,Low Fat,0.053930934,Frozen Foods,147.4076,Small,Tier 1,Supermarket Type1,1997
876,12.857645184135976,Regular,0.053930934,Fruits and Vegetables,62.9536,Medium,Tier 3,Supermarket Type3,1985
877,6.59,Low Fat,0.105577348,Fruits and Vegetables,85.6908,Small,Tier 2,Supermarket Type1,2004
878,16.75,Low Fat,0.129086113,Breads,89.4856,Medium,Tier 1,Supermarket Type1,1999
879,15.2,Low Fat,0.113125627,Soft Drinks,38.6848,Medium,Tier 2,Supermarket Type1,2002
880,13.0,Regular,0.070699313,Snack Foods,65.7484,Medium,Tier 2,Supermarket Type1,2007
881,5.86,Regular,0.151467821,Meat,154.1314,Medium,Tier 3,Supermarket Type2,2009
882,11.395,Low Fat,0.053930934,Health and Hygiene,150.1708,Medium,Tier 3,Grocery Store,1998
883,20.85,Low Fat,0.062606583,Frozen Foods,192.2478,Medium,Tier 3,Grocery Store,1998
884,12.857645184135976,Low Fat,0.0704378,Soft Drinks,112.886,Medium,Tier 3,Supermarket Type3,1985
885,5.035,Regular,0.079844043,Breads,226.3036,High,Tier 3,Supermarket Type1,1987
886,11.15,Low Fat,0.120139206,Dairy,45.0744,Medium,Tier 1,Supermarket Type1,1999
887,6.38,Low Fat,0.053930934,Dairy,178.3344,Medium,Tier 3,Supermarket Type2,2009
888,8.39,Low Fat,0.120497266,Household,162.2868,Small,Tier 1,Supermarket Type1,1997
889,5.675,Regular,0.053930934,Snack Foods,155.5288,Small,Tier 2,Supermarket Type1,2004
890,15.7,Regular,0.122657336,Fruits and Vegetables,110.1544,Medium,Tier 1,Supermarket Type1,1999
891,13.0,Regular,0.070588037,Snack Foods,65.9484,Medium,Tier 3,Supermarket Type2,2009
892,12.857645184135976,Low Fat,0.073024401,Health and Hygiene,121.844,Medium,Tier 3,Supermarket Type3,1985
893,13.5,Regular,0.159587755,Fruits and Vegetables,145.3102,High,Tier 3,Supermarket Type1,1987
894,8.895,Regular,0.088821765,Snack Foods,125.173,Medium,Tier 2,Supermarket Type1,2007
895,10.895,Low Fat,0.136810742,Dairy,263.0568,Small,Tier 1,Supermarket Type1,1997
896,16.2,Regular,0.128682722,Frozen Foods,178.437,Medium,Tier 2,Supermarket Type1,2002
897,12.857645184135976,Regular,0.109459733,Fruits and Vegetables,84.1592,Medium,Tier 3,Supermarket Type3,1985
898,15.1,Regular,0.096644015,Meat,131.9942,Medium,Tier 2,Supermarket Type1,2007
899,7.475,Low Fat,0.053930934,Household,217.6192,Small,Tier 1,Supermarket Type1,1997
900,12.857645184135976,Low Fat,0.053930934,Baking Goods,144.847,Small,Tier 1,Grocery Store,1985
901,10.8,Regular,0.053930934,Baking Goods,41.5138,Medium,Tier 3,Supermarket Type2,2009
902,20.0,Low Fat,0.08165845,Others,35.019,Medium,Tier 3,Supermarket Type2,2009
903,14.3,Regular,0.053930934,Meat,210.3586,Medium,Tier 1,Supermarket Type1,1999
904,10.1,Low Fat,0.053930934,Health and Hygiene,153.4656,Medium,Tier 2,Supermarket Type1,2007
905,17.85,Low Fat,0.065810045,Frozen Foods,149.105,Small,Tier 1,Supermarket Type1,1997
906,9.5,Low Fat,0.053930934,Soft Drinks,32.89,Medium,Tier 3,Grocery Store,1998
907,20.75,Low Fat,0.053930934,Health and Hygiene,146.6734,Medium,Tier 2,Supermarket Type1,2007
908,12.1,Low Fat,0.053930934,Dairy,164.6526,Medium,Tier 3,Grocery Store,1998
909,20.6,Low Fat,0.071282168,Household,74.4696,Medium,Tier 3,Supermarket Type2,2009
910,7.67,Low Fat,0.184843579,Household,33.1216,Small,Tier 1,Supermarket Type1,1997
911,12.857645184135976,Low Fat,0.122896411,Fruits and Vegetables,111.1912,Small,Tier 1,Grocery Store,1985
912,20.6,Low Fat,0.082935004,Baking Goods,119.5756,High,Tier 3,Supermarket Type1,1987
913,15.35,Low Fat,0.161350176,Soft Drinks,196.6768,Medium,Tier 3,Grocery Store,1998
914,5.46,Regular,0.106968096,Fruits and Vegetables,142.6786,High,Tier 3,Supermarket Type1,1987
915,9.395,Low Fat,0.159582185,Soft Drinks,224.772,Medium,Tier 1,Supermarket Type1,1999
916,12.857645184135976,Low Fat,0.14453827,Canned,180.6002,Small,Tier 1,Grocery Store,1985
917,10.0,Low Fat,0.053930934,Fruits and Vegetables,243.8144,Small,Tier 1,Supermarket Type1,1997
918,12.857645184135976,Low Fat,0.172309903,Meat,98.2042,Small,Tier 1,Grocery Store,1985
919,7.445,Low Fat,0.053930934,Baking Goods,73.3354,Medium,Tier 1,Supermarket Type1,1999
920,12.857645184135976,Regular,0.05787008,Breakfast,49.7008,Small,Tier 1,Grocery Store,1985
921,15.5,Regular,0.053930934,Fruits and Vegetables,102.1332,Medium,Tier 3,Supermarket Type2,2009
922,19.85,Low Fat,0.064367627,Health and Hygiene,126.1704,High,Tier 3,Supermarket Type1,1987
923,11.5,Low Fat,0.173516063,Fruits and Vegetables,128.1652,Small,Tier 1,Supermarket Type1,1997
924,12.857645184135976,Low Fat,0.12898088,Baking Goods,250.4724,Small,Tier 1,Grocery Store,1985
925,10.5,Low Fat,0.053930934,Hard Drinks,159.0946,Medium,Tier 2,Supermarket Type1,2002
926,19.7,Low Fat,0.077899109,Baking Goods,177.766,Small,Tier 2,Supermarket Type1,2004
927,12.857645184135976,Regular,0.13093275,Frozen Foods,86.9198,Medium,Tier 3,Supermarket Type3,1985
928,10.3,Regular,0.098464979,Fruits and Vegetables,188.653,Medium,Tier 3,Grocery Store,1998
929,20.85,Low Fat,0.053930934,Frozen Foods,192.7478,High,Tier 3,Supermarket Type1,1987
930,13.35,Low Fat,0.053930934,Meat,61.4194,Medium,Tier 1,Supermarket Type1,1999
931,12.1,Low Fat,0.053930934,Fruits and Vegetables,177.8002,Small,Tier 1,Supermarket Type1,1997
932,20.1,Low Fat,0.07461309,Dairy,108.7228,Small,Tier 2,Supermarket Type1,2004
933,12.857645184135976,Low Fat,0.160936178,Others,184.2608,Small,Tier 1,Grocery Store,1985
934,21.25,Low Fat,0.053930934,Snack Foods,120.8756,Medium,Tier 3,Supermarket Type2,2009
935,12.857645184135976,Regular,0.065577449,Snack Foods,181.766,Medium,Tier 3,Supermarket Type3,1985
936,6.655,Low Fat,0.053930934,Fruits and Vegetables,209.2586,High,Tier 3,Supermarket Type1,1987
937,13.65,Low Fat,0.065576228,Frozen Foods,47.7402,High,Tier 3,Supermarket Type1,1987
938,12.857645184135976,Regular,0.053930934,Canned,88.4172,Small,Tier 1,Grocery Store,1985
939,13.6,Low Fat,0.053930934,Household,176.737,Medium,Tier 1,Supermarket Type1,1999
940,15.5,Low Fat,0.053362086,Soft Drinks,41.577,Small,Tier 2,Supermarket Type1,2004
941,10.895,Low Fat,0.064621927,Fruits and Vegetables,196.6794,High,Tier 3,Supermarket Type1,1987
942,19.7,Regular,0.053930934,Meat,101.799,Medium,Tier 2,Supermarket Type1,2007
943,8.1,Low Fat,0.053930934,Fruits and Vegetables,211.8902,Medium,Tier 3,Supermarket Type2,2009
944,21.0,Low Fat,0.053930934,Snack Foods,195.0478,High,Tier 3,Supermarket Type1,1987
945,13.65,Regular,0.053930934,Snack Foods,58.3588,Medium,Tier 3,Grocery Store,1998
946,12.857645184135976,Low Fat,0.110681931,Breads,63.2826,Medium,Tier 3,Supermarket Type3,1985
947,12.857645184135976,Regular,0.061955439,Frozen Foods,145.1418,Medium,Tier 3,Supermarket Type3,1985
948,12.857645184135976,Low Fat,0.076483451,Snack Foods,163.1236,Medium,Tier 3,Supermarket Type3,1985
949,13.15,Low Fat,0.053930934,Household,176.8686,Medium,Tier 2,Supermarket Type1,2002
950,15.25,Low Fat,0.053930934,Snack Foods,85.2198,Medium,Tier 3,Supermarket Type2,2009
951,19.35,Low Fat,0.053930934,Frozen Foods,121.5098,High,Tier 3,Supermarket Type1,1987
952,12.857645184135976,Low Fat,0.0514111,Breads,33.0558,Medium,Tier 3,Supermarket Type3,1985
953,17.75,Regular,0.112985849,Baking Goods,185.424,Medium,Tier 3,Grocery Store,1998
954,20.7,Regular,0.11411709,Dairy,92.7436,Small,Tier 1,Supermarket Type1,1997
955,9.5,Low Fat,0.053930934,Fruits and Vegetables,110.4228,Medium,Tier 2,Supermarket Type1,2007
956,11.65,Low Fat,0.175033524,Dairy,55.5298,Medium,Tier 2,Supermarket Type1,2007
957,21.1,Regular,0.053930934,Breakfast,128.7994,Medium,Tier 2,Supermarket Type1,2002
958,7.865,Low Fat,0.061405051,Breakfast,166.3526,Medium,Tier 2,Supermarket Type1,2007
959,12.35,Low Fat,0.053930934,Canned,57.0246,Small,Tier 2,Supermarket Type1,2004
960,12.857645184135976,Low Fat,0.053930934,Household,114.715,Medium,Tier 3,Supermarket Type3,1985
961,16.25,Low Fat,0.053930934,Fruits and Vegetables,168.1474,High,Tier 3,Supermarket Type1,1987
962,12.15,Low Fat,0.065026434,Others,253.704,Medium,Tier 2,Supermarket Type1,2007
963,10.5,Regular,0.066315023,Starchy Foods,78.296,Medium,Tier 2,Supermarket Type1,2002
964,12.8,Regular,0.053930934,Meat,226.0404,Medium,Tier 2,Supermarket Type1,2007
965,12.857645184135976,Low Fat,0.154627247,Snack Foods,177.637,Medium,Tier 3,Supermarket Type3,1985
966,4.61,Low Fat,0.205294827,Hard Drinks,172.8396,Medium,Tier 3,Grocery Store,1998
967,7.0,Low Fat,0.152261999,Canned,105.728,Medium,Tier 2,Supermarket Type1,2007
968,10.0,Low Fat,0.053930934,Health and Hygiene,120.644,Small,Tier 2,Supermarket Type1,2004
969,6.405,Low Fat,0.136275173,Snack Foods,128.1678,Small,Tier 2,Supermarket Type1,2004
970,9.3,Low Fat,0.174621343,Snack Foods,104.2964,Medium,Tier 1,Supermarket Type1,1999
971,11.6,Low Fat,0.053930934,Dairy,57.9272,Medium,Tier 2,Supermarket Type1,2002
972,16.75,Low Fat,0.053930934,Snack Foods,39.1822,Medium,Tier 2,Supermarket Type1,2002
973,12.15,Low Fat,0.053930934,Others,122.973,Medium,Tier 3,Grocery Store,1998
974,14.7,Low Fat,0.072410764,Fruits and Vegetables,48.2034,Medium,Tier 1,Supermarket Type1,1999
975,20.0,Regular,0.053930934,Fruits and Vegetables,46.7744,Small,Tier 2,Supermarket Type1,2004
976,12.857645184135976,Low Fat,0.163350221,Snack Foods,120.2124,Small,Tier 1,Grocery Store,1985
977,7.39,Low Fat,0.093307713,Household,250.9066,Medium,Tier 2,Supermarket Type1,2007
978,20.75,Regular,0.105994654,Breakfast,150.5682,Medium,Tier 3,Grocery Store,1998
979,9.3,Low Fat,0.067055339,Frozen Foods,184.2292,Medium,Tier 3,Supermarket Type2,2009
980,10.195,Low Fat,0.107376743,Snack Foods,147.6076,Small,Tier 2,Supermarket Type1,2004
981,12.857645184135976,Regular,0.053930934,Baking Goods,181.395,Medium,Tier 3,Supermarket Type3,1985
982,7.68,Low Fat,0.118672537,Fruits and Vegetables,192.2162,Medium,Tier 3,Grocery Store,1998
983,10.195,Low Fat,0.126897925,Canned,110.6886,Medium,Tier 3,Supermarket Type2,2009
984,9.3,Regular,0.053930934,Snack Foods,200.0084,Medium,Tier 3,Supermarket Type2,2009
985,8.895,Regular,0.088305478,Snack Foods,123.473,Small,Tier 2,Supermarket Type1,2004
986,16.0,Low Fat,0.090153756,Dairy,143.2154,Medium,Tier 2,Supermarket Type1,2002
987,19.2,Low Fat,0.182501773,Others,239.2196,High,Tier 3,Supermarket Type1,1987
988,20.75,Low Fat,0.108710162,Snack Foods,161.7578,Small,Tier 1,Supermarket Type1,1997
989,12.857645184135976,Regular,0.058446424,Baking Goods,172.1422,Medium,Tier 3,Supermarket Type3,1985
990,13.5,Low Fat,0.054990009,Health and Hygiene,35.2874,Small,Tier 1,Supermarket Type1,1997
991,12.857645184135976,Regular,0.15528831,Fruits and Vegetables,241.7538,Medium,Tier 3,Supermarket Type3,1985
992,19.7,Regular,0.053930934,Meat,101.199,Small,Tier 2,Supermarket Type1,2004
993,6.095,Low Fat,0.0816559,Others,143.3154,Medium,Tier 2,Supermarket Type1,2007
994,8.21,Low Fat,0.053930934,Hard Drinks,150.8392,High,Tier 3,Supermarket Type1,1987
995,17.7,Low Fat,0.050111641,Snack Foods,165.9816,Medium,Tier 3,Grocery Store,1998
996,18.1,Low Fat,0.053930934,Household,127.3336,Small,Tier 2,Supermarket Type1,2004
997,5.695,Low Fat,0.065960909,Frozen Foods,259.2646,Medium,Tier 2,Supermarket Type1,2007
998,20.25,Low Fat,0.053930934,Dairy,219.3482,Small,Tier 2,Supermarket Type1,2004
999,12.857645184135976,Low Fat,0.053930934,Household,152.3366,Medium,Tier 3,Supermarket Type3,1985
1000,12.857645184135976,Regular,0.053930934,Fruits and Vegetables,80.3644,Medium,Tier 3,Supermarket Type3,1985
1001,8.185,Low Fat,0.053930934,Fruits and Vegetables,115.6808,Medium,Tier 1,Supermarket Type1,1999
1002,18.2,Low Fat,0.053930934,Snack Foods,140.718,Medium,Tier 3,Supermarket Type2,2009
1003,19.25,Low Fat,0.108010006,Household,33.3558,Small,Tier 2,Supermarket Type1,2004
1004,14.5,Low Fat,0.061934991,Dairy,154.4998,High,Tier 3,Supermarket Type1,1987
1005,9.5,Regular,0.104421237,Canned,80.196,High,Tier 3,Supermarket Type1,1987
1006,19.85,Low Fat,0.053980686,Seafood,196.8768,High,Tier 3,Supermarket Type1,1987
1007,8.655,Regular,0.088121336,Snack Foods,119.7756,High,Tier 3,Supermarket Type1,1987
1008,10.195,Low Fat,0.126359196,Canned,109.2886,Small,Tier 2,Supermarket Type1,2004
1009,12.857645184135976,Low Fat,0.053930934,Dairy,248.375,Medium,Tier 3,Supermarket Type3,1985
1010,14.0,Regular,0.053930934,Canned,51.464,Small,Tier 1,Supermarket Type1,1997
1011,8.39,Regular,0.053930934,Frozen Foods,114.0176,Medium,Tier 3,Supermarket Type2,2009
1012,11.65,Low Fat,0.053930934,Snack Foods,228.9694,Medium,Tier 2,Supermarket Type1,2007
1013,14.5,Regular,0.063851475,Breads,260.4594,Small,Tier 2,Supermarket Type1,2004
1014,12.857645184135976,Low Fat,0.079243005,Meat,65.8826,Medium,Tier 3,Supermarket Type3,1985
1015,18.2,Low Fat,0.161355122,Fruits and Vegetables,38.319,High,Tier 3,Supermarket Type1,1987
1016,12.857645184135976,Regular,0.053930934,Canned,169.379,Medium,Tier 3,Supermarket Type3,1985
1017,10.85,Low Fat,0.053930934,Household,117.1808,Medium,Tier 2,Supermarket Type1,2002
1018,17.25,Low Fat,0.073135768,Canned,77.2986,Medium,Tier 3,Supermarket Type2,2009
1019,13.65,Regular,0.081096613,Frozen Foods,261.2936,Medium,Tier 2,Supermarket Type1,2007
1020,12.15,Low Fat,0.063430788,Meat,65.4826,Medium,Tier 3,Grocery Store,1998
1021,13.1,Low Fat,0.053930934,Fruits and Vegetables,176.1054,High,Tier 3,Supermarket Type1,1987
1022,13.6,Low Fat,0.053930934,Household,176.037,Medium,Tier 3,Grocery Store,1998
1023,20.1,Regular,0.054565932,Frozen Foods,152.2366,Medium,Tier 2,Supermarket Type1,2002
1024,16.35,Low Fat,0.053930934,Household,257.6646,Small,Tier 1,Supermarket Type1,1997
1025,12.857645184135976,Low Fat,0.053930934,Snack Foods,144.476,Small,Tier 1,Grocery Store,1985
1026,6.235,Low Fat,0.118651919,Household,263.991,Small,Tier 2,Supermarket Type1,2004
1027,8.42,Low Fat,0.112728355,Health and Hygiene,65.8168,Medium,Tier 3,Supermarket Type2,2009
1028,12.857645184135976,Low Fat,0.156094569,Health and Hygiene,144.3102,Small,Tier 1,Grocery Store,1985
1029,9.5,Regular,0.104933928,Canned,78.796,Medium,Tier 3,Supermarket Type2,2009
1030,12.5,Regular,0.12341737,Canned,86.0198,Medium,Tier 3,Grocery Store,1998
1031,12.6,Regular,0.062700289,Frozen Foods,102.199,Small,Tier 1,Supermarket Type1,1997
1032,16.85,Low Fat,0.139417654,Snack Foods,147.476,Small,Tier 1,Supermarket Type1,1997
1033,12.857645184135976,Regular,0.053930934,Canned,189.3556,Medium,Tier 3,Supermarket Type3,1985
1034,6.635,Regular,0.077145553,Frozen Foods,39.8506,Medium,Tier 3,Grocery Store,1998
1035,20.2,Regular,0.053930934,Breakfast,157.663,High,Tier 3,Supermarket Type1,1987
1036,14.1,Low Fat,0.089859642,Canned,140.2496,Medium,Tier 2,Supermarket Type1,2002
1037,15.15,Regular,0.066121873,Frozen Foods,145.676,High,Tier 3,Supermarket Type1,1987
1038,13.65,Regular,0.053930934,Meat,37.9532,Medium,Tier 1,Supermarket Type1,1999
1039,12.857645184135976,Low Fat,0.073879939,Household,94.0462,Medium,Tier 3,Supermarket Type3,1985
1040,12.857645184135976,Low Fat,0.08139146,Breads,177.837,Medium,Tier 3,Supermarket Type3,1985
1041,12.857645184135976,Low Fat,0.053930934,Frozen Foods,102.1016,Medium,Tier 3,Supermarket Type3,1985
1042,12.15,Low Fat,0.053930934,Household,151.9708,Medium,Tier 3,Supermarket Type2,2009
1043,12.857645184135976,Low Fat,0.122058364,Hard Drinks,172.8396,Medium,Tier 3,Supermarket Type3,1985
1044,13.5,Regular,0.125528734,Snack Foods,262.191,Medium,Tier 2,Supermarket Type1,2002
1045,17.5,Regular,0.053930934,Dairy,145.9102,Medium,Tier 2,Supermarket Type1,2002
1046,12.857645184135976,Low Fat,0.077046505,Soft Drinks,189.453,Small,Tier 1,Grocery Store,1985
1047,7.85,Low Fat,0.162980276,Hard Drinks,145.2444,Small,Tier 1,Supermarket Type1,1997
1048,9.695,Low Fat,0.053930934,Snack Foods,159.692,Medium,Tier 2,Supermarket Type1,2002
1049,17.5,Low Fat,0.053930934,Frozen Foods,256.4304,Small,Tier 2,Supermarket Type1,2004
1050,9.195,Regular,0.064376263,Frozen Foods,83.1566,Medium,Tier 2,Supermarket Type1,2007
1051,12.857645184135976,Low Fat,0.147663025,Fruits and Vegetables,106.028,Medium,Tier 3,Supermarket Type3,1985
1052,21.1,Low Fat,0.053930934,Household,143.4786,Small,Tier 2,Supermarket Type1,2004
1053,10.195,Low Fat,0.107834541,Snack Foods,146.5076,Medium,Tier 3,Supermarket Type2,2009
1054,17.85,Low Fat,0.146399663,Breads,93.8436,Small,Tier 2,Supermarket Type1,2004
1055,15.6,Regular,0.053930934,Snack Foods,167.1132,Small,Tier 2,Supermarket Type1,2004
1056,16.1,Regular,0.063278652,Dairy,182.1318,High,Tier 3,Supermarket Type1,1987
1057,13.3,Low Fat,0.063664998,Frozen Foods,151.6708,Medium,Tier 1,Supermarket Type1,1999
1058,12.85,Low Fat,0.122221269,Snack Foods,45.9428,Medium,Tier 3,Supermarket Type2,2009
1059,11.5,Low Fat,0.053930934,Starchy Foods,171.808,Medium,Tier 2,Supermarket Type1,2007
1060,16.25,Low Fat,0.053930934,Fruits and Vegetables,166.4474,Small,Tier 2,Supermarket Type1,2004
1061,14.65,Low Fat,0.171281641,Hard Drinks,54.0614,Medium,Tier 2,Supermarket Type1,2007
1062,13.15,Low Fat,0.053930934,Household,177.4686,Small,Tier 2,Supermarket Type1,2004
1063,8.895,Low Fat,0.053930934,Dairy,42.0138,Medium,Tier 3,Supermarket Type2,2009
1064,15.7,Low Fat,0.075661985,Frozen Foods,181.366,Medium,Tier 3,Grocery Store,1998
1065,16.75,Low Fat,0.126765903,Health and Hygiene,35.7532,Medium,Tier 3,Grocery Store,1998
1066,10.3,Regular,0.053930934,Fruits and Vegetables,114.4176,Small,Tier 2,Supermarket Type1,2004
1067,8.05,Regular,0.078522357,Fruits and Vegetables,257.1646,Medium,Tier 1,Supermarket Type1,1999
1068,18.6,Low Fat,0.053930934,Frozen Foods,246.6802,Small,Tier 1,Supermarket Type1,1997
1069,20.75,Low Fat,0.089260667,Breakfast,193.4478,Small,Tier 1,Supermarket Type1,1997
1070,13.5,Low Fat,0.05510153,Health and Hygiene,37.0874,Medium,Tier 2,Supermarket Type1,2002
1071,8.18,Low Fat,0.053930934,Household,142.0154,Small,Tier 2,Supermarket Type1,2004
1072,17.25,Low Fat,0.053930934,Dairy,173.3764,Small,Tier 2,Supermarket Type1,2004
1073,20.0,Low Fat,0.081492092,Others,35.519,Medium,Tier 2,Supermarket Type1,2002
1074,16.5,Regular,0.053930934,Baking Goods,96.2068,Small,Tier 1,Supermarket Type1,1997
1075,9.8,Regular,0.14061104,Baking Goods,49.8008,Small,Tier 1,Supermarket Type1,1997
1076,17.25,Low Fat,0.072952298,Canned,76.0986,Medium,Tier 1,Supermarket Type1,1999
1077,15.85,Low Fat,0.069087481,Breads,218.7166,Small,Tier 2,Supermarket Type1,2004
1078,12.857645184135976,Regular,0.075215349,Fruits and Vegetables,108.4254,Small,Tier 1,Grocery Store,1985
1079,18.0,Low Fat,0.053930934,Household,172.6422,Medium,Tier 2,Supermarket Type1,2007
1080,12.857645184135976,Low Fat,0.122242847,Starchy Foods,207.5638,Medium,Tier 3,Supermarket Type3,1985
1081,16.0,Low Fat,0.076975118,Fruits and Vegetables,46.2086,Medium,Tier 1,Supermarket Type1,1999
1082,4.59,Low Fat,0.070890602,Soft Drinks,111.686,Medium,Tier 1,Supermarket Type1,1999
1083,11.85,Low Fat,0.132560174,Dairy,97.2726,High,Tier 3,Supermarket Type1,1987
1084,12.857645184135976,Regular,0.053930934,Soft Drinks,173.7054,Medium,Tier 3,Supermarket Type3,1985
1085,12.857645184135976,Low Fat,0.053930934,Dairy,174.0422,Medium,Tier 3,Supermarket Type3,1985
1086,18.2,Low Fat,0.058799705,Household,220.7456,Medium,Tier 2,Supermarket Type1,2007
1087,7.825,Low Fat,0.186445212,Household,255.5698,Medium,Tier 2,Supermarket Type1,2002
1088,12.857645184135976,Regular,0.098606543,Breakfast,232.73,Small,Tier 1,Grocery Store,1985
1089,8.895,Low Fat,0.125222705,Household,113.3544,Medium,Tier 3,Supermarket Type2,2009
1090,18.5,Regular,0.062609071,Frozen Foods,148.6418,Medium,Tier 2,Supermarket Type1,2007
1091,14.85,Regular,0.053930934,Snack Foods,157.463,High,Tier 3,Supermarket Type1,1987
1092,12.857645184135976,Low Fat,0.099428487,Household,187.8898,Medium,Tier 3,Supermarket Type3,1985
1093,7.51,Low Fat,0.103793399,Snack Foods,110.1544,Small,Tier 2,Supermarket Type1,2004
1094,15.6,Low Fat,0.053930934,Fruits and Vegetables,111.9518,Medium,Tier 1,Supermarket Type1,1999
1095,8.02,Low Fat,0.111419588,Snack Foods,154.3998,Small,Tier 2,Supermarket Type1,2004
1096,11.0,Low Fat,0.106051405,Breads,124.4046,Medium,Tier 2,Supermarket Type1,2002
1097,12.857645184135976,Regular,0.053930934,Snack Foods,181.166,Medium,Tier 3,Supermarket Type3,1985
1098,17.5,Low Fat,0.053930934,Frozen Foods,264.391,Medium,Tier 2,Supermarket Type1,2002
1099,7.235,Low Fat,0.099962524,Snack Foods,193.8452,Small,Tier 1,Supermarket Type1,1997
1100,12.857645184135976,Low Fat,0.053930934,Fruits and Vegetables,126.4046,Medium,Tier 3,Supermarket Type3,1985
1101,12.857645184135976,Low Fat,0.050692386,Household,125.6678,Medium,Tier 3,Supermarket Type3,1985
1102,18.0,Low Fat,0.053930934,Baking Goods,81.0618,Medium,Tier 2,Supermarket Type1,2007
1103,16.1,Low Fat,0.053930934,Soft Drinks,189.0846,Medium,Tier 3,Supermarket Type2,2009
1104,7.475,Low Fat,0.075881475,Household,155.2656,Medium,Tier 2,Supermarket Type1,2002
1105,16.5,Low Fat,0.061330521,Household,178.7318,Medium,Tier 3,Grocery Store,1998
1106,11.35,Low Fat,0.053930934,Snack Foods,49.8008,Medium,Tier 2,Supermarket Type1,2002
1107,16.1,Regular,0.053930934,Fruits and Vegetables,95.441,Small,Tier 2,Supermarket Type1,2004
1108,18.7,Low Fat,0.057654132,Dairy,83.1566,Medium,Tier 2,Supermarket Type1,2002
1109,8.645,Low Fat,0.143713508,Health and Hygiene,96.641,Medium,Tier 2,Supermarket Type1,2002
1110,17.1,Low Fat,0.053930934,Frozen Foods,147.1392,Medium,Tier 2,Supermarket Type1,2007
1111,9.8,Regular,0.053930934,Baking Goods,36.9874,Small,Tier 1,Supermarket Type1,1997
1112,12.857645184135976,Low Fat,0.099747488,Fruits and Vegetables,75.2328,Medium,Tier 3,Supermarket Type3,1985
